Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Study_Efficiency,Support_Score,Wellbeing_Score,Academic_History,Motivation_Resources,Attendance_Study
8,91,2,0,0,6,98,1,1,1,1,1.0,0,2,3,0,0.0,0.0,0,67,0.08695652173913043,4.0,9,68.89999999999999,0,728
18,73,1,1,0,5,65,1,1,1,0,2.0,1,0,3,0,1.0,1.0,0,63,0.24324324324324326,5.0,8,45.8,1,1314
21,79,0,1,1,7,88,0,1,0,0,1.0,0,0,4,0,0.0,1.0,1,65,0.2625,3.0,11,61.599999999999994,0,1659
14,99,2,1,0,6,86,0,1,2,2,2.0,0,0,4,0,1.0,0.0,1,71,0.14,6.0,10,60.8,0,1386
30,87,1,1,0,8,53,0,1,1,0,2.0,0,1,1,0,2.0,0.0,1,70,0.3409090909090909,5.0,9,37.39999999999999,0,2610
16,66,1,1,1,7,97,1,1,5,0,2.0,1,2,3,0,2.0,0.0,1,68,0.23880597014925373,5.0,10,69.39999999999999,1,1056
20,65,1,1,1,8,97,2,1,0,0,1.0,1,0,3,0,1.0,0.0,0,65,0.30303030303030304,4.0,11,67.89999999999999,2,1300
23,68,1,2,1,6,70,1,1,4,1,1.0,1,2,2,0,0.0,0.0,1,68,0.3333333333333333,5.0,8,50.2,2,1564
16,91,1,1,1,5,71,1,1,2,2,1.0,1,0,3,0,1.0,0.0,1,69,0.17391304347826086,4.0,8,50.3,1,1456
9,72,1,2,1,10,91,1,0,1,2,1.0,1,1,2,0,0.0,2.0,0,62,0.1232876712328767,4.0,12,63.99999999999999,2,648
17,61,0,2,1,7,75,1,0,2,1,2.0,1,0,4,0,1.0,0.0,0,62,0.27419354838709675,4.0,11,53.1,2,1037
26,98,2,0,0,8,90,0,1,1,2,0.0,1,2,2,1,2.0,1.0,0,72,0.26262626262626265,3.0,10,63.29999999999999,0,2548
18,67,2,1,0,5,52,2,1,0,1,1.0,0,1,4,0,2.0,1.0,1,64,0.2647058823529412,5.0,9,36.4,2,1206
15,60,2,1,0,7,63,0,1,0,0,2.0,1,2,1,1,0.0,2.0,0,58,0.2459016393442623,6.0,8,44.099999999999994,0,900
26,69,2,1,0,9,55,0,1,1,0,1.0,1,1,3,0,1.0,0.0,1,66,0.37142857142857144,5.0,12,38.8,0,1794
18,69,1,0,1,5,73,0,1,1,0,2.0,1,2,4,0,2.0,1.0,1,64,0.2571428571428571,4.0,9,51.39999999999999,0,1242
17,77,1,2,1,10,93,0,1,3,2,2.0,0,2,1,0,1.0,2.0,0,68,0.21794871794871795,6.0,11,66.0,0,1309
21,97,0,0,0,7,78,1,1,0,2,1.0,1,1,3,0,2.0,0.0,0,69,0.21428571428571427,2.0,10,54.599999999999994,0,2037
25,95,0,2,0,6,76,1,1,1,0,1.0,1,2,5,0,0.0,0.0,1,71,0.2604166666666667,4.0,11,53.49999999999999,2,2375
34,78,1,2,1,8,68,1,1,1,1,1.0,1,0,2,0,1.0,0.0,1,71,0.43037974683544306,5.0,10,47.89999999999999,2,2652
25,76,1,1,1,9,53,1,1,0,2,2.0,0,2,3,0,0.0,1.0,1,67,0.3246753246753247,5.0,12,37.099999999999994,1,1900
27,82,2,0,1,6,88,1,1,2,2,2.0,0,1,3,0,0.0,0.0,1,71,0.3253012048192771,5.0,9,62.199999999999996,0,2214
17,70,1,1,1,6,79,0,1,2,1,1.0,1,2,3,0,0.0,,0,64,0.23943661971830985,4.0,9,55.9,0,1190
14,62,1,1,1,7,97,2,1,0,1,1.0,1,2,1,0,0.0,1.0,1,62,0.2222222222222222,4.0,8,67.89999999999999,2,868
20,98,1,1,0,8,72,1,1,1,2,1.0,1,0,4,0,0.0,0.0,0,70,0.20202020202020202,4.0,12,50.699999999999996,1,1960
21,67,0,2,0,7,70,0,1,2,0,1.0,0,0,2,0,2.0,1.0,0,63,0.3088235294117647,4.0,9,49.6,0,1407
14,68,2,1,1,8,99,2,1,0,2,1.0,1,2,3,0,0.0,0.0,0,66,0.2028985507246377,5.0,11,69.3,2,952
19,79,1,1,1,8,57,0,1,2,0,0.0,1,2,3,0,0.0,1.0,1,65,0.2375,3.0,11,40.5,0,1501
22,80,1,2,0,7,63,1,1,1,2,1.0,1,2,3,0,1.0,0.0,1,69,0.2716049382716049,5.0,10,44.39999999999999,2,1760
22,61,2,0,1,6,74,1,1,1,0,1.0,1,0,3,0,0.0,0.0,1,63,0.3548387096774194,4.0,9,52.099999999999994,0,1342
23,66,1,1,0,7,76,0,1,1,2,1.0,1,1,2,0,1.0,1.0,1,64,0.34328358208955223,4.0,9,53.49999999999999,0,1518
22,75,1,1,1,10,77,2,1,2,0,0.0,1,1,2,0,0.0,0.0,1,66,0.2894736842105263,3.0,12,54.5,2,1650
17,87,1,1,1,7,61,1,1,4,2,1.0,1,0,3,1,0.0,0.0,0,67,0.19318181818181818,4.0,10,43.9,1,1479
17,69,2,2,1,9,96,1,1,2,0,1.0,1,0,3,0,1.0,2.0,1,66,0.24285714285714285,6.0,12,67.79999999999998,2,1173
13,77,0,2,0,6,85,0,1,2,0,1.0,1,1,4,0,2.0,0.0,0,65,0.16666666666666666,4.0,10,60.099999999999994,0,1001
31,82,2,1,1,7,63,1,0,2,2,1.0,0,2,2,0,2.0,1.0,1,72,0.37349397590361444,4.0,9,44.699999999999996,1,2542
20,96,2,1,1,8,65,2,1,0,1,0.0,1,1,2,0,0.0,0.0,0,70,0.20618556701030927,4.0,10,45.5,2,1920
19,73,1,1,1,9,94,1,1,1,2,0.0,1,2,1,0,1.0,0.0,0,67,0.25675675675675674,3.0,10,66.1,1,1387
14,65,1,2,0,9,69,0,1,4,1,,1,1,3,0,1.0,0.0,1,64,0.21212121212121213,,12,49.5,0,910
38,80,2,1,0,5,78,1,1,1,0,1.0,1,2,4,0,1.0,2.0,0,72,0.4691358024691358,5.0,9,54.89999999999999,1,3040
14,90,1,1,1,9,56,1,1,0,0,1.0,1,1,4,0,0.0,0.0,0,65,0.15384615384615385,4.0,13,39.199999999999996,1,1260
17,64,2,0,1,10,63,1,1,0,2,1.0,1,2,3,0,0.0,1.0,0,62,0.26153846153846155,4.0,13,44.099999999999994,0,1088
22,77,1,2,0,6,71,2,1,3,0,1.0,1,0,4,0,0.0,2.0,0,67,0.28205128205128205,5.0,10,50.599999999999994,4,1694
24,61,1,1,0,6,83,2,1,0,1,1.0,1,2,3,1,0.0,0.0,1,64,0.3870967741935484,4.0,9,58.099999999999994,2,1464
26,61,1,1,0,7,64,0,1,0,1,1.0,0,0,3,0,2.0,,1,63,0.41935483870967744,4.0,10,44.8,0,1586
31,79,1,2,0,7,98,1,1,1,1,2.0,1,1,2,0,1.0,1.0,1,72,0.3875,6.0,9,68.89999999999999,2,2449
23,72,0,1,0,6,61,2,1,1,2,1.0,1,2,5,0,0.0,0.0,1,66,0.3150684931506849,3.0,11,42.99999999999999,2,1656
14,94,2,1,1,5,89,1,1,0,1,1.0,1,2,1,0,2.0,0.0,0,70,0.14736842105263157,5.0,6,62.3,1,1316
18,84,1,0,1,9,68,0,1,0,1,2.0,0,0,2,0,2.0,0.0,0,66,0.21176470588235294,4.0,11,47.599999999999994,0,1512
22,78,2,2,0,6,92,0,1,1,2,2.0,1,2,3,0,0.0,1.0,1,70,0.27848101265822783,7.0,9,64.69999999999999,0,1716
32,76,0,0,1,6,96,0,1,0,0,2.0,1,1,2,0,0.0,1.0,0,67,0.4155844155844156,3.0,8,67.19999999999999,0,2432
12,80,1,1,1,7,59,2,1,1,0,2.0,1,2,2,0,0.0,0.0,0,64,0.14814814814814814,5.0,9,41.599999999999994,2,960
27,62,2,1,0,5,75,1,1,2,1,2.0,1,2,2,0,,0.0,1,67,0.42857142857142855,6.0,7,53.1,1,1674
21,96,2,2,1,5,58,1,1,0,2,2.0,1,1,4,0,1.0,2.0,1,72,0.21649484536082475,7.0,9,40.599999999999994,2,2016
25,100,2,0,0,6,85,0,1,1,1,1.0,1,2,3,0,0.0,0.0,1,72,0.24752475247524752,4.0,9,59.79999999999999,0,2500
19,67,2,1,1,8,92,0,1,2,2,1.0,1,1,5,0,2.0,1.0,0,68,0.27941176470588236,5.0,13,64.99999999999999,0,1273
15,65,1,1,1,7,69,1,1,1,2,1.0,1,1,3,0,2.0,0.0,0,64,0.22727272727272727,4.0,10,48.599999999999994,1,975
25,66,2,1,1,4,70,1,0,1,2,1.0,1,2,3,0,0.0,1.0,1,66,0.373134328358209,4.0,7,49.3,1,1650
24,86,0,2,0,9,60,1,1,0,0,2.0,0,2,3,0,1.0,2.0,1,68,0.27586206896551724,5.0,12,42.0,2,2064
26,86,0,0,0,8,65,0,1,0,0,2.0,1,1,4,0,0.0,0.0,0,66,0.2988505747126437,3.0,12,45.5,0,2236
20,94,0,2,1,7,66,2,1,1,0,2.0,0,2,1,0,0.0,0.0,0,70,0.21052631578947367,5.0,8,46.49999999999999,4,1880
16,90,2,2,1,7,58,2,1,1,0,1.0,1,1,4,0,2.0,0.0,0,70,0.17582417582417584,6.0,11,40.89999999999999,4,1440
11,78,0,2,1,8,65,1,1,0,1,,0,1,2,0,0.0,,0,62,0.13924050632911392,,10,45.5,2,858
25,85,0,1,1,10,95,1,1,0,1,0.0,1,2,1,0,1.0,0.0,1,69,0.29069767441860467,2.0,11,66.5,1,2125
23,88,1,1,1,8,66,0,1,2,1,2.0,0,2,2,0,1.0,1.0,1,69,0.25842696629213485,5.0,10,46.8,0,2024
14,81,1,1,1,7,64,1,1,2,1,1.0,1,2,4,1,1.0,0.0,1,66,0.17073170731707318,4.0,11,45.4,1,1134
17,79,2,2,0,5,69,1,1,4,0,1.0,1,0,3,0,2.0,0.0,0,68,0.2125,6.0,8,49.5,2,1343
17,86,1,2,0,7,98,1,1,2,0,2.0,1,2,5,0,2.0,1.0,1,71,0.19540229885057472,6.0,12,69.19999999999999,2,1462
11,82,1,1,1,8,88,1,0,1,0,1.0,0,0,2,0,2.0,1.0,0,64,0.13253012048192772,3.0,10,61.89999999999999,1,902
15,86,0,2,0,7,60,1,1,2,1,1.0,1,2,3,0,1.0,0.0,1,67,0.1724137931034483,4.0,10,42.6,2,1290
13,85,1,2,1,6,88,1,1,2,1,2.0,1,2,3,0,0.0,1.0,0,68,0.1511627906976744,6.0,9,62.199999999999996,2,1105
18,89,0,2,1,8,88,0,1,0,2,,1,0,1,0,,1.0,1,67,0.2,,9,61.599999999999994,0,1602
16,86,1,1,0,6,98,2,1,1,0,1.0,1,1,3,0,2.0,0.0,1,68,0.1839080459770115,4.0,9,68.89999999999999,2,1376
10,81,1,2,1,8,95,1,1,5,0,2.0,1,2,3,0,0.0,0.0,0,69,0.12195121951219512,6.0,11,68.0,2,810
32,87,1,2,1,6,55,1,1,0,0,2.0,1,1,3,0,0.0,0.0,1,71,0.36363636363636365,6.0,9,38.5,2,2784
28,78,2,0,1,4,73,0,0,3,0,1.0,0,2,4,0,0.0,1.0,0,68,0.35443037974683544,3.0,8,51.99999999999999,0,2184
15,70,2,2,0,6,85,2,1,0,0,1.0,0,2,2,0,1.0,1.0,1,65,0.2112676056338028,6.0,8,59.49999999999999,4,1050
22,60,0,1,0,7,99,1,1,1,0,2.0,1,1,3,0,1.0,1.0,1,63,0.36065573770491804,4.0,10,69.6,1,1320
23,82,0,1,1,8,54,1,1,0,1,2.0,1,0,1,0,0.0,0.0,0,65,0.27710843373493976,4.0,9,37.8,1,1886
27,84,2,2,0,8,68,0,1,3,0,2.0,0,2,2,1,2.0,0.0,0,72,0.3176470588235294,7.0,10,48.49999999999999,0,2268
15,99,0,1,1,5,75,0,1,2,1,0.0,1,1,1,0,1.0,1.0,1,67,0.15,2.0,6,53.1,0,1485
27,74,1,2,0,7,71,1,1,1,1,1.0,1,2,3,0,0.0,0.0,0,69,0.36,5.0,10,49.99999999999999,2,1998
17,76,1,1,0,6,73,1,1,3,0,2.0,0,1,3,0,2.0,0.0,1,67,0.22077922077922077,5.0,9,51.99999999999999,1,1292
12,68,2,1,1,6,68,0,1,2,1,1.0,1,2,4,0,1.0,0.0,1,64,0.17391304347826086,5.0,10,48.199999999999996,0,816
24,63,1,0,0,6,99,0,0,0,0,1.0,1,2,3,0,0.0,1.0,0,62,0.375,2.0,9,69.3,0,1512
28,91,0,1,0,7,90,1,1,2,2,0.0,0,1,3,0,0.0,0.0,1,71,0.30434782608695654,2.0,10,63.599999999999994,1,2548
36,70,0,2,0,10,87,1,1,2,0,1.0,1,2,3,0,,0.0,1,70,0.5070422535211268,4.0,13,61.5,2,2520
13,84,0,1,0,10,71,0,1,1,1,2.0,1,1,3,0,1.0,1.0,1,64,0.15294117647058825,4.0,13,49.99999999999999,0,1092
24,88,1,1,1,6,94,1,1,0,0,1.0,0,0,2,0,2.0,1.0,1,69,0.2696629213483146,4.0,8,65.8,1,2112
18,79,1,1,1,7,55,1,1,1,0,2.0,1,2,3,0,0.0,1.0,0,65,0.225,5.0,10,38.8,1,1422
25,95,2,2,1,7,57,1,1,2,2,1.0,0,0,2,0,1.0,1.0,0,73,0.2604166666666667,6.0,9,40.5,2,2375
11,78,1,0,1,7,98,0,1,2,1,1.0,1,1,3,0,0.0,0.0,0,64,0.13924050632911392,3.0,10,69.19999999999999,0,858
12,71,1,2,1,8,78,0,1,2,1,1.0,1,0,2,0,2.0,0.0,0,64,0.16666666666666666,5.0,10,55.199999999999996,0,852
15,96,1,1,1,7,58,1,1,3,1,1.0,1,1,4,0,2.0,1.0,1,70,0.15463917525773196,4.0,11,41.49999999999999,1,1440
20,94,0,0,1,6,97,0,1,2,1,1.0,1,2,5,0,1.0,0.0,1,70,0.21052631578947367,2.0,11,68.49999999999999,0,1880
16,67,2,2,0,9,99,1,1,2,1,1.0,1,1,2,1,0.0,1.0,1,64,0.23529411764705882,6.0,11,69.89999999999999,2,1072
24,61,0,1,0,5,94,1,1,3,1,2.0,0,1,2,1,1.0,1.0,0,64,0.3870967741935484,4.0,7,66.7,1,1464
26,64,1,1,1,7,62,2,1,3,1,2.0,0,0,2,0,0.0,0.0,1,66,0.4,5.0,9,44.3,2,1664
24,71,0,2,1,5,64,1,1,1,1,1.0,1,1,3,0,1.0,0.0,1,66,0.3333333333333333,4.0,8,45.099999999999994,2,1704
30,99,1,1,1,5,70,0,1,2,1,1.0,1,1,4,0,0.0,0.0,0,74,0.3,4.0,9,49.6,0,2970
22,82,2,2,0,8,79,1,0,2,1,1.0,1,0,1,0,1.0,0.0,0,69,0.26506024096385544,5.0,9,55.9,2,1804
13,75,0,2,1,6,100,2,1,1,1,1.0,1,2,3,0,2.0,0.0,1,67,0.17105263157894737,4.0,9,70.3,4,975
28,96,1,1,0,4,98,2,1,5,0,1.0,1,1,5,1,0.0,2.0,1,73,0.28865979381443296,4.0,9,70.1,2,2688
16,78,0,1,0,6,96,2,1,0,1,1.0,1,2,1,0,2.0,0.0,0,66,0.20253164556962025,3.0,7,67.19999999999999,2,1248
25,73,2,1,0,6,54,2,1,2,1,1.0,1,1,4,0,0.0,1.0,0,67,0.33783783783783783,5.0,10,38.4,2,1825
29,98,1,2,1,5,88,0,1,3,0,1.0,1,1,2,0,1.0,0.0,1,75,0.29292929292929293,5.0,7,62.49999999999999,0,2842
23,94,1,2,1,8,94,0,1,2,1,2.0,1,2,2,0,0.0,0.0,1,73,0.24210526315789474,6.0,10,66.39999999999999,0,2162
11,94,1,1,0,5,67,1,1,2,2,1.0,1,1,5,0,0.0,0.0,0,67,0.11578947368421053,4.0,10,47.5,1,1034
14,80,2,0,1,6,61,1,1,0,1,2.0,1,1,4,0,1.0,1.0,0,65,0.1728395061728395,5.0,10,42.699999999999996,0,1120
28,92,1,1,1,7,87,0,1,1,0,0.0,1,2,1,0,0.0,0.0,0,71,0.3010752688172043,3.0,8,61.199999999999996,0,2576
19,67,1,1,1,6,55,0,1,1,1,1.0,1,1,4,0,0.0,0.0,1,63,0.27941176470588236,4.0,10,38.8,0,1273
20,83,1,0,1,6,97,2,1,2,0,2.0,1,1,4,0,0.0,1.0,0,68,0.23809523809523808,4.0,10,68.49999999999999,0,1660
25,99,1,2,0,6,58,2,1,0,1,1.0,0,2,4,0,0.0,0.0,1,72,0.25,5.0,10,40.599999999999994,4,2475
24,72,0,2,1,5,73,0,1,2,1,2.0,1,2,2,0,0.0,0.0,1,67,0.3287671232876712,5.0,7,51.699999999999996,0,1728
22,92,1,2,0,6,99,0,1,1,1,1.0,1,0,4,0,1.0,0.0,0,71,0.23655913978494625,5.0,10,69.6,0,2024
19,80,0,0,0,8,99,2,1,1,0,1.0,1,2,4,0,2.0,0.0,1,67,0.2345679012345679,2.0,12,69.6,0,1520
18,62,1,2,1,6,89,1,1,0,2,2.0,0,2,3,0,2.0,0.0,0,66,0.2857142857142857,6.0,9,62.3,2,1116
25,91,1,2,0,7,92,1,1,3,0,1.0,1,0,5,0,0.0,0.0,1,72,0.2717391304347826,5.0,12,65.3,2,2275
23,67,0,0,0,9,98,1,1,2,0,2.0,1,0,0,0,1.0,0.0,0,64,0.3382352941176471,3.0,9,69.19999999999999,0,1541
18,85,1,1,0,8,96,1,1,0,2,2.0,1,0,3,0,1.0,1.0,1,68,0.20930232558139536,5.0,11,67.19999999999999,1,1530
26,63,2,2,0,5,81,1,1,0,0,1.0,1,0,2,0,0.0,1.0,0,65,0.40625,6.0,7,56.699999999999996,2,1638
19,98,1,2,1,8,87,2,1,1,1,1.0,0,2,4,0,2.0,1.0,1,74,0.1919191919191919,5.0,12,61.199999999999996,4,1862
15,72,1,0,1,9,80,1,1,4,1,2.0,0,1,4,0,1.0,1.0,0,65,0.2054794520547945,4.0,13,57.2,0,1080
15,69,2,0,1,6,75,1,0,2,0,2.0,1,2,2,0,0.0,0.0,0,63,0.21428571428571427,4.0,8,53.1,0,1035
14,65,1,1,1,5,94,1,1,5,0,1.0,0,0,3,0,2.0,1.0,1,65,0.21212121212121213,4.0,8,67.3,1,910
18,98,0,2,1,6,87,1,1,0,1,1.0,1,1,1,0,0.0,0.0,1,70,0.18181818181818182,4.0,7,60.9,2,1764
27,88,1,2,1,7,93,1,1,0,0,1.0,1,1,4,0,0.0,1.0,1,71,0.30337078651685395,5.0,11,65.1,2,2376
15,90,1,1,1,8,55,1,1,1,0,1.0,1,1,1,0,1.0,0.0,0,66,0.16483516483516483,4.0,9,38.8,1,1350
21,80,1,1,1,6,79,0,1,2,1,2.0,1,2,3,0,1.0,0.0,1,69,0.25925925925925924,5.0,9,55.9,0,1680
16,79,1,2,1,4,66,2,1,2,1,1.0,1,1,2,0,1.0,1.0,1,67,0.2,5.0,6,46.8,4,1264
18,64,1,2,1,5,76,0,1,1,0,1.0,1,2,4,0,0.0,1.0,1,64,0.27692307692307694,5.0,9,53.49999999999999,0,1152
11,82,2,2,0,8,81,2,1,2,0,2.0,1,2,2,0,0.0,1.0,0,67,0.13253012048192772,7.0,10,57.3,4,902
19,70,1,2,1,10,92,1,1,1,0,2.0,1,2,4,0,0.0,0.0,1,67,0.2676056338028169,6.0,14,64.69999999999999,2,1330
19,99,2,1,0,7,52,1,1,1,1,1.0,1,1,4,0,0.0,0.0,1,70,0.19,5.0,11,36.699999999999996,1,1881
23,92,2,2,0,9,58,1,1,2,0,1.0,0,1,1,0,2.0,0.0,0,71,0.24731182795698925,6.0,10,41.199999999999996,2,2116
21,77,1,0,1,5,96,2,1,2,0,2.0,0,1,5,0,0.0,0.0,0,68,0.2692307692307692,4.0,10,67.79999999999998,0,1617
13,66,2,2,0,6,98,0,1,1,2,2.0,1,2,2,0,0.0,0.0,1,65,0.19402985074626866,7.0,8,68.89999999999999,0,858
27,91,1,1,0,4,53,1,1,1,0,1.0,0,2,3,0,2.0,0.0,0,70,0.29347826086956524,4.0,7,37.39999999999999,1,2457
21,65,1,2,1,8,67,0,0,1,0,,1,2,4,0,0.0,0.0,0,64,0.3181818181818182,,12,47.199999999999996,0,1365
21,68,2,2,1,6,50,2,1,3,1,0.0,0,1,4,0,0.0,0.0,1,67,0.30434782608695654,5.0,10,35.9,4,1428
20,68,0,0,0,8,88,1,1,5,0,0.0,0,1,3,0,0.0,1.0,1,63,0.2898550724637681,1.0,11,63.099999999999994,0,1360
17,82,1,0,1,6,84,2,1,2,0,0.0,1,0,3,0,0.0,1.0,0,65,0.20481927710843373,2.0,9,59.4,0,1394
21,91,1,1,1,10,78,2,1,2,0,2.0,1,0,2,0,0.0,0.0,1,70,0.22826086956521738,5.0,12,55.199999999999996,2,1911
23,73,1,2,0,10,85,1,1,1,0,1.0,1,1,3,0,1.0,0.0,1,67,0.3108108108108108,5.0,13,59.79999999999999,2,1679
10,63,1,2,0,4,77,0,0,3,0,1.0,0,1,3,0,0.0,0.0,1,60,0.15625,4.0,7,54.8,0,630
17,79,0,2,0,8,62,0,1,1,0,1.0,1,1,3,0,0.0,0.0,0,64,0.2125,4.0,11,43.699999999999996,0,1343
18,90,0,1,0,6,88,0,1,1,1,1.0,0,0,1,0,0.0,1.0,0,65,0.1978021978021978,3.0,7,61.89999999999999,0,1620
22,69,1,1,0,8,89,0,0,0,0,2.0,1,2,5,0,0.0,1.0,0,64,0.3142857142857143,4.0,13,62.3,0,1518
27,69,1,0,1,5,93,1,1,1,1,1.0,1,2,4,0,1.0,1.0,1,67,0.38571428571428573,3.0,9,65.39999999999999,0,1863
15,98,1,1,1,9,98,2,1,0,1,1.0,0,2,3,0,0.0,0.0,0,71,0.15151515151515152,4.0,12,68.6,2,1470
17,98,1,1,0,9,87,0,1,0,2,1.0,0,2,3,0,0.0,1.0,0,69,0.1717171717171717,4.0,12,60.9,0,1666
17,100,1,2,1,5,53,0,1,1,1,2.0,1,2,4,0,0.0,0.0,1,70,0.16831683168316833,6.0,9,37.39999999999999,0,1700
15,92,1,1,1,7,51,1,1,1,2,2.0,1,2,3,0,1.0,0.0,0,69,0.16129032258064516,5.0,10,35.99999999999999,1,1380
18,68,2,2,1,7,87,2,1,3,1,1.0,1,2,4,0,0.0,0.0,1,69,0.2608695652173913,6.0,11,61.8,4,1224
25,68,0,1,1,8,53,0,1,2,1,,1,1,3,0,1.0,1.0,0,64,0.36231884057971014,,11,37.699999999999996,0,1700
14,74,0,1,1,7,66,1,1,0,1,2.0,0,0,3,0,2.0,0.0,1,63,0.18666666666666668,4.0,10,46.199999999999996,1,1036
23,73,2,1,0,8,57,1,1,3,1,1.0,1,2,2,0,1.0,0.0,1,67,0.3108108108108108,5.0,10,40.8,1,1679
10,98,1,1,0,7,98,0,0,0,1,1.0,1,1,3,0,1.0,1.0,0,66,0.10101010101010101,3.0,10,68.6,0,980
17,92,1,2,1,8,66,1,1,2,0,1.0,1,2,3,0,0.0,0.0,0,69,0.1827956989247312,5.0,11,46.8,2,1564
18,89,1,1,0,5,53,1,1,5,0,2.0,0,1,4,0,1.0,0.0,1,69,0.2,5.0,9,38.599999999999994,1,1602
30,67,1,1,0,7,97,2,1,2,2,1.0,1,1,3,1,,0.0,1,69,0.4411764705882353,4.0,10,68.49999999999999,2,2010
18,96,1,2,1,9,80,2,1,1,0,1.0,1,2,3,0,1.0,0.0,1,72,0.18556701030927836,5.0,12,56.3,4,1728
7,93,2,2,1,9,52,2,1,1,1,0.0,0,0,3,0,0.0,1.0,0,65,0.07446808510638298,5.0,12,36.699999999999996,4,651
8,67,1,1,1,7,92,1,1,0,2,2.0,0,2,2,0,1.0,0.0,1,63,0.11764705882352941,5.0,9,64.39999999999999,1,536
20,95,1,1,0,7,58,0,1,1,0,2.0,1,1,4,0,1.0,0.0,1,69,0.20833333333333334,5.0,11,40.89999999999999,0,1900
24,71,2,1,1,9,90,0,1,3,1,2.0,0,1,3,0,1.0,0.0,1,69,0.3333333333333333,6.0,12,63.89999999999999,0,1704
22,63,1,0,1,7,80,1,1,2,2,2.0,0,0,2,0,1.0,1.0,0,64,0.34375,4.0,9,56.6,0,1386
21,86,1,0,1,9,59,2,1,2,1,2.0,0,2,3,0,1.0,0.0,1,69,0.2413793103448276,4.0,12,41.9,0,1806
27,86,1,2,0,7,88,1,1,1,1,1.0,0,1,3,0,2.0,1.0,1,72,0.3103448275862069,5.0,10,61.89999999999999,2,2322
17,64,1,0,0,7,73,2,1,1,0,1.0,1,1,4,0,1.0,0.0,1,62,0.26153846153846155,3.0,11,51.39999999999999,0,1088
25,73,2,1,1,5,82,0,0,1,1,1.0,0,2,3,1,0.0,0.0,1,66,0.33783783783783783,4.0,8,57.699999999999996,0,1825
10,100,0,1,0,5,93,0,1,2,1,0.0,1,1,1,0,0.0,2.0,0,65,0.09900990099009901,2.0,6,65.69999999999999,0,1000
15,87,2,2,1,8,63,1,1,0,2,1.0,1,1,3,0,1.0,0.0,0,69,0.17045454545454544,6.0,11,44.099999999999994,2,1305
9,89,1,0,0,10,68,2,1,1,2,2.0,1,0,3,0,0.0,0.0,0,65,0.1,4.0,13,47.89999999999999,0,801
18,69,2,1,1,7,100,1,1,3,1,2.0,1,0,2,0,0.0,0.0,1,67,0.2571428571428571,6.0,9,70.9,1,1242
20,63,0,1,1,7,75,0,1,2,1,2.0,1,1,2,0,0.0,0.0,0,63,0.3125,4.0,9,53.1,0,1260
21,71,2,1,0,9,78,0,1,2,1,1.0,1,1,4,0,0.0,0.0,1,66,0.2916666666666667,5.0,13,55.199999999999996,0,1491
20,70,0,1,0,8,64,0,1,0,0,0.0,0,2,3,0,0.0,2.0,1,61,0.28169014084507044,2.0,11,44.8,0,1400
14,69,2,1,1,4,71,1,1,1,1,1.0,1,2,4,0,0.0,,0,64,0.2,5.0,8,49.99999999999999,1,966
19,68,1,0,1,8,75,0,1,1,1,1.0,0,1,4,0,2.0,0.0,1,64,0.2753623188405797,3.0,12,52.8,0,1292
11,83,1,1,1,5,63,1,1,2,0,1.0,1,1,3,0,1.0,0.0,1,65,0.13095238095238096,4.0,8,44.699999999999996,1,913
28,73,1,0,0,7,62,1,1,3,2,1.0,1,1,3,0,2.0,1.0,0,68,0.3783783783783784,3.0,10,44.3,0,2044
18,93,0,2,1,6,80,1,1,1,1,1.0,0,0,3,0,0.0,0.0,1,69,0.19148936170212766,4.0,9,56.3,2,1674
17,67,1,1,0,6,59,1,1,0,1,1.0,1,0,3,0,0.0,0.0,0,61,0.25,4.0,9,41.3,1,1139
30,79,1,2,0,7,78,1,0,3,2,2.0,0,2,2,0,2.0,1.0,0,72,0.375,5.0,9,55.49999999999999,2,2370
13,61,1,0,1,8,85,1,1,4,0,1.0,0,1,3,0,1.0,1.0,1,61,0.20967741935483872,3.0,11,60.699999999999996,0,793
13,79,2,2,0,7,60,1,1,1,0,2.0,0,1,4,0,1.0,1.0,1,66,0.1625,7.0,11,42.3,2,1027
13,62,0,1,1,9,87,1,1,1,0,1.0,1,0,1,0,1.0,1.0,1,60,0.20634920634920634,3.0,10,61.199999999999996,1,806
20,99,1,0,0,9,68,0,1,1,0,2.0,1,2,3,0,2.0,2.0,1,69,0.2,4.0,12,47.89999999999999,0,1980
23,92,1,2,0,9,100,1,1,1,2,2.0,1,1,2,1,1.0,0.0,1,72,0.24731182795698925,6.0,11,70.3,2,2116
24,80,1,2,1,7,99,0,1,2,1,1.0,1,0,2,0,0.0,1.0,0,69,0.2962962962962963,5.0,9,69.89999999999999,0,1920
35,63,2,2,1,6,90,0,1,0,1,1.0,1,2,3,0,1.0,0.0,1,71,0.546875,6.0,9,62.99999999999999,0,2205
7,84,1,2,0,7,67,1,1,1,1,1.0,0,1,3,0,1.0,0.0,1,64,0.08235294117647059,5.0,10,47.199999999999996,2,588
